yt_id,standard,composer,artist,album,year,instrumentation,youtube_url,youtube_title,youtube_channel,notes,source,recording_mbid
EUxv3AAaK_Y,Blue Bossa,Kenny Dorham,Joe Henderson,Page One,1963,quintet,https://www.youtube.com/watch?v=EUxv3AAaK_Y,Blue Bossa (Remastered),Joe Henderson,The definitive original recording featuring composer Kenny Dorham on trumpet,musicbrainz,2aab10ef-8dee-4be1-af7a-6e1c48f7cb1d
zdR7v0WbZbA,Blue Bossa,Kenny Dorham,Dexter Gordon,Biting the Apple,1986,quintet,https://www.youtube.com/watch?v=zdR7v0WbZbA,Blue Bossa,Dexter Gordon - Topic,Robust hard-bop tenor reading of the tune,musicbrainz,1d82c1db-ae6a-4d72-ba83-9817a69b7a7f
S-lmYKIqmb8,Blue Bossa,Kenny Dorham,Kenny Burrell,Moon and Sand,1980,guitar combo,https://www.youtube.com/watch?v=S-lmYKIqmb8,Kenny Burrell - Blue Bossa (1979),8aleshka,Warm guitar-led interpretation of the standard,musicbrainz,535ae45e-64a4-4e30-b282-a15cc471d022
pVFr3Kg4V8g,Blue Bossa,Kenny Dorham,McCoy Tyner,Blue Bossa,1999,piano trio/sextet,https://www.youtube.com/watch?v=pVFr3Kg4V8g,Blue Bossa,McCoy Tyner Trio - Topic,Powerful piano voicings from a Coltrane-era master,musicbrainz,d1a4717a-de44-4edb-b553-4030b4f912fa
CWPFfLNaxxE,Blue Bossa,Kenny Dorham,"Milt Jackson, Joe Pass, Ray Brown",The Big 3,1976,vibraphone/guitar/bass trio,https://www.youtube.com/watch?v=CWPFfLNaxxE,Blue Bossa,Milt Jackson - Topic,Intimate chamber-jazz trio reading,musicbrainz,92cf4362-2896-4b05-8ca1-846052b9d87f
FzYUwU0Nzb0,Blue Bossa,Kenny Dorham,The Ray Brown Trio,Live at the Concord Jazz Festival – 1979,1990,piano trio,https://www.youtube.com/watch?v=FzYUwU0Nzb0,"Blue Bossa (Live From The Concord Jazz Festival, Concord, CA / 1979)",Ray Brown Trio - Topic,Swinging bass-anchored trio version,musicbrainz,c32f772c-eeb1-4924-8056-6efb5f21753f
MKAd2sogy9w,Blue Bossa,Kenny Dorham,J.J. Johnson,Quintergy: Live at the Village Vanguard,1991,quintet,https://www.youtube.com/watch?v=MKAd2sogy9w,J.J. Johnson Quintet - Blue Bossa - U. Jazz 1993,sigmundgroid,Trombone master's take on the standard,musicbrainz,8de274b9-6fe2-4cf1-98e2-e67b06ba2bee
nt9tMgxgOoo,Blue Bossa,Kenny Dorham,"Bobby McFerrin, Chick Corea",Play,1992,voice and piano duo,https://www.youtube.com/watch?v=nt9tMgxgOoo,Blue Bossa (Live),The Real Bobby McFerrin,Inventive vocal-piano duet reimagining,musicbrainz,c2d7de3d-a6d2-4b26-9c57-3e92f5b3f0d2
TLDflhhdPCg,Blue In Green,Bill Evans,Miles Davis,Kind of Blue,1987,sextet,https://www.youtube.com/watch?v=TLDflhhdPCg,Miles Davis - Blue In Green (Official Audio),Miles Davis,The original landmark recording from the seminal modal jazz album,musicbrainz,8121ce09-135d-477d-aafb-0404f1f15b78
HxEbT_opgQM,Blue In Green,Bill Evans,Bill Evans Trio,Kind of Blue,2022,piano trio,https://www.youtube.com/watch?v=HxEbT_opgQM,Bill Evans Trio - Blue In Green (Official Visualizer),Bill Evans,Co-composer's intimate trio reading shortly after Kind of Blue,musicbrainz,2b88f0f4-1f7c-4678-a3c8-9078670ce374
iURh6nmAFr4,Blue In Green,Bill Evans,"Bill Evans, Toots Thielemans",Affinity,1978,quintet with harmonica,https://www.youtube.com/watch?v=iURh6nmAFr4,Blue In Green,Toots Thielemans - Topic,Evans revisits his tune with Thielemans' lyrical harmonica,musicbrainz,a9721b27-ff1d-47e1-bb86-e4e75325d3d5
puqp5Z-dQpI,Blue In Green,Bill Evans,"Gary Burton, Stéphane Grappelli",Paris Encounter,1972,vibraphone and violin quartet,https://www.youtube.com/watch?v=puqp5Z-dQpI,Blue in Green,Elkobeloko,Distinctive vibes-and-violin chamber jazz treatment,musicbrainz,264c15af-736c-4767-8fb9-acab7145713d
4b3SV6FrJkM,Blue In Green,Bill Evans,"Fred Hersch, Charlie Haden, Joey Baron",Sarabande,1987,piano trio,https://www.youtube.com/watch?v=4b3SV6FrJkM,Improvisation,Charlie Haden - Topic,Elegant modern piano-trio interpretation,musicbrainz,804dc4e7-b581-464d-b402-1eae4e027eab
zlFJh8X7fqU,Blue In Green,Bill Evans,Pat Martino,Interchange,1994,guitar trio,https://www.youtube.com/watch?v=zlFJh8X7fqU,Blue In Green,Pat Martino,Notable guitar-led reading,musicbrainz,1bd431b7-6568-4372-974f-fdaf972bb223
YeDQp0HFfsY,Blue In Green,Bill Evans,Enrico Pieranunzi,Evans Remembered,2001,piano trio,https://www.youtube.com/watch?v=YeDQp0HFfsY,Blue In Green,Enrico Pieranunzi & Horns - Topic,Evans specialist's refined trio version,musicbrainz,231b473b-7cdd-4071-8e54-3b5bccaedbea
gQZHZtBfkE4,Blue In Green,Bill Evans,Gonzalo Rubalcaba,The Blessing,1991,piano trio,https://www.youtube.com/watch?v=gQZHZtBfkE4,Blue In Green,Gonzalo Rubalcaba - Topic,Virtuosic contemporary piano reinterpretation,musicbrainz,cbcf1dbc-de0d-4a16-a0dd-45dcf4b19c3d
sZ5GvUlahdo,Blue Monk,Thelonious Monk,Thelonious Monk Trio,Thelonious Monk Trio,1956,piano trio,https://www.youtube.com/watch?v=sZ5GvUlahdo,Blue Monk - Thelonious Monk Trio - 1957,Mr. Wolf,Composer's definitive original studio trio recording,musicbrainz,84e19346-286e-4f0e-a632-7620dce32936
Xdy9lugWud0,Blue Monk,Thelonious Monk,Thelonious Monk Quartet with John Coltrane,At Carnegie Hall,2005,quartet,https://www.youtube.com/watch?v=Xdy9lugWud0,John Coltrane & Thelonious Monk - Blue Monk,Classic Mood Experience,Landmark pairing of Monk with Coltrane,musicbrainz,4b953942-2cc5-436b-ac6d-80eeac14f801
YTfTw28Q7L4,Blue Monk,Thelonious Monk,Thelonious Monk Quartet with Johnny Griffin,Thelonious in Action,1961,quartet,https://www.youtube.com/watch?v=YTfTw28Q7L4,Blue Monk,Thelonious Monk,Fiery live Five Spot quartet version,musicbrainz,a49f1c8f-3515-4bc1-bc2b-f5094fa7715a
zTPMXrgPe80,Blue Monk,Thelonious Monk,Abbey Lincoln,Straight Ahead,1972,vocal with combo,https://www.youtube.com/watch?v=zTPMXrgPe80,Abbey Lincoln: Blue Monk (1973),orangefunk,Rare vocal rendition with Abbey Lincoln lyrics treatment,musicbrainz,1217938f-de74-4753-9e76-992dddc23793
ZpSRI8a7ggU,Blue Monk,Thelonious Monk,Steve Lacy & Mal Waldron,Communiqué,1997,soprano sax and piano duo,https://www.youtube.com/watch?v=ZpSRI8a7ggU,Blue Monk,Steve Lacy - Topic,Devoted Monk interpreters in intimate duo,musicbrainz,cdc15afb-4374-4343-a504-1261b2f8a1e1
qGKK3tjB6JU,Blue Monk,Thelonious Monk,Houston Person & Ron Carter,Chemistry,2016,tenor sax and bass duo,https://www.youtube.com/watch?v=qGKK3tjB6JU,"Houston Person, Ron Carter - Blue Monk",Jazz Everyday!,Soulful sax-bass duo reading of the blues,musicbrainz,81dd25c1-23cc-4817-bcb5-3a5150f46ea7
bBXkX5gHKoU,Blue Monk,Thelonious Monk,Michael Brecker with Kenny Barron Trio,Four,,quartet,https://www.youtube.com/watch?v=bBXkX5gHKoU,Blue Monk (Live)  Featuring Kenny Barron & Michael Brecker!,Dinosax69,Modern tenor master with leading Monk pianist,musicbrainz,15604551-86be-43f9-9971-a45fb15b1706
zFEZJXpiyQw,Blue Monk,Thelonious Monk,Wes Montgomery,The Incredible Jazz Guitar of Wes Montgomery,2004,guitar with combo,https://www.youtube.com/watch?v=zFEZJXpiyQw,Blue Monk - Wes Montgomery And Johnny Griffin | Jazz Video Guy | Wes Montgomery Jazz Guitarist,Jazz Video Guy,Guitar-led interpretation by Wes Montgomery,musicbrainz,41841151-61f0-4813-911d-c353c52764b9
zG6uPVdfYtc,Bluesette,Toots Thielemans,Toots Thielemans,Alle 40 goed: Sunday Morning,2013,harmonica with rhythm section,https://www.youtube.com/watch?v=zG6uPVdfYtc,Bluesette,Toots Thielemans - Topic,The composer's original definitive recording of his own tune,musicbrainz,66975f70-e52e-46d6-a862-3f5d6f638628
micPH3vJVs0,Bluesette,Toots Thielemans,Bill Evans,The Sesjun Radio Shows,2011,solo piano,https://www.youtube.com/watch?v=micPH3vJVs0,Bill Evans: Bluesette,q,Lyrical pianistic interpretation by a jazz master,musicbrainz,58b21510-277d-486c-a9be-ccadc1933c55
RHni_Eb01vA,Bluesette,Toots Thielemans,Ahmad Jamal,American Classical Music,1982,piano trio,https://www.youtube.com/watch?v=RHni_Eb01vA,Bluesette (Jazzomatic Cut),Release - Topic,Elegant trio reading with Jamal's signature space and dynamics,musicbrainz,1a233d7d-fa03-4d87-8ecd-c69d0588136b
Tnl4VCLKaZM,Bluesette,Toots Thielemans,Joe Pass,Live at Long Beach City College,1984,solo guitar,https://www.youtube.com/watch?v=Tnl4VCLKaZM,Bluesette - Joe Pass (Transcription),François Leduc,Virtuosic solo guitar treatment of the waltz,musicbrainz,484fc0a1-781d-4b2b-870e-ef1f6c3a4d69
SVz6V7MNPA8,Bluesette,Toots Thielemans,Jimmy Smith,Who’s Afraid of Virginia Woolf?,2005,organ trio,https://www.youtube.com/watch?v=SVz6V7MNPA8,Bluesette,Jimmy Smith - Topic,Soulful Hammond organ take on the standard,musicbrainz,245c22c1-519c-4a54-aa1d-124448a26de0
d5M8tFTj0PE,Bluesette,Toots Thielemans,Quincy Jones and His Orchestra,Mellow Madness,1975,big band,https://www.youtube.com/watch?v=d5M8tFTj0PE,Bluesette,Quincy Jones Productions,Lush big band arrangement showcasing the melody,musicbrainz,7be83172-b825-4600-9f38-d251bc3380c8
_J3ZDD4vjCE,Bluesette,Toots Thielemans,Lee Konitz,Round & Round,1988,alto saxophone with rhythm section,https://www.youtube.com/watch?v=_J3ZDD4vjCE,"Toots Thielemans plays ""Bluesette"" - album ""Philip Catherine and Friends""",robrijn,Cool-toned saxophone improvisation on the changes,musicbrainz,f44fb600-876c-4823-83b8-56b4ae9c6fe0
u1M-qo7aPu4,Bluesette,Toots Thielemans,"Charlie Byrd, Herb Ellis",Guitar/Guitar,1963,guitar duo,https://www.youtube.com/watch?v=u1M-qo7aPu4,Bluesette,Herb Ellis - Topic,Intimate twin-guitar interplay between two masters,musicbrainz,ad05d2cb-97eb-483a-bbe9-d154bd53b80f
LuNrVHCBSjE,Body And Soul,Johnny Green,Coleman Hawkins and His Orchestra,His Greatest Hits (1939-1947),1972,tenor saxophone with orchestra,https://www.youtube.com/watch?v=LuNrVHCBSjE,Body and Soul,Coleman Hawkins - Topic,The definitive 1939 recording that became the tune's gold standard,musicbrainz,b52a003d-3553-4cec-b4b4-41d571a85321
Ko2c5yJp8G8,Body And Soul,Johnny Green,The Benny Goodman Trio,The Smithsonian Collection of Classic Jazz,1973,"clarinet trio (clarinet, piano, drums)",https://www.youtube.com/watch?v=Ko2c5yJp8G8,Benny Goodman Trio - Body and soul,Lennart Länk aka helluvagun,Landmark early small-group swing version,musicbrainz,b7f4e20c-b9f9-45c5-b955-fe2cf18f4345
ualqYDat4_k,Body And Soul,Johnny Green,Art Tatum,Tatum Art: Art Tatum Live Performances 1934-1956,2008,solo piano,https://www.youtube.com/watch?v=ualqYDat4_k,Body and Soul - Art Tatum,Fábio Saravy,Virtuosic solo piano reharmonization,musicbrainz,60880488-6e78-4f52-b838-b20edc923cc9
AXnQeb0rgpU,Body And Soul,Johnny Green,Billie Holiday,The Golden Years 1933-1941,1982,vocal with orchestra,https://www.youtube.com/watch?v=AXnQeb0rgpU,Billie Holiday - Body And Soul (1957),Okmusix,Definitive vocal interpretation,musicbrainz,59d6e914-c685-4841-8fd7-9ad67418a914
oIGO8gL5HmM,Body And Soul,Johnny Green,Thelonious Monk,After Hours at Minton’s,2001,solo piano,https://www.youtube.com/watch?v=oIGO8gL5HmM,Thelonious Monk - Body and Soul (Take 1),Thelonious Monk,"Angular, idiosyncratic bebop-era reading",musicbrainz,1d91d2c8-a429-43a2-9dbd-0672f0ee06f4
Ucq0Xr5g8R4,Body And Soul,Johnny Green,Dexter Gordon,"Bopland: The Legendary Elks Club Concert, L.A. 1947",2004,tenor saxophone quartet,https://www.youtube.com/watch?v=Ucq0Xr5g8R4,Dexter Gordon - Body and Soul (4K 60 FPS Colorized & Restored Audio),Kirill Poudavoff Music,Major bebop tenor statement,musicbrainz,a1de82f1-45e2-41ea-982b-460f17210ee4
QplAkBysk-4,Body And Soul,Johnny Green,Frank Sinatra,Portrait of Sinatra: Columbia Classics,1997,vocal with orchestra,https://www.youtube.com/watch?v=QplAkBysk-4,Frank Sinatra - Body And Soul,Frank Sinatra,Classic crooner ballad treatment,musicbrainz,4578a28b-d1f6-4617-bcdd-08a87903e3bc
K2QApkQL0XY,Body And Soul,Johnny Green,Louis Armstrong,The Essential Recordings 1925 - 1940,1995,trumpet and vocal with orchestra,https://www.youtube.com/watch?v=K2QApkQL0XY,Louis Armstrong - Body And Soul,Don Quixote,Pioneering early jazz vocal/trumpet version,musicbrainz,c73844bf-3e3e-47da-80a1-90a3ce1f665c
SRJNVJv-3xY,But Beautiful,Jimmy Van Heusen,Billie Holiday,Lady in Satin,1997,vocal with jazz combo,https://www.youtube.com/watch?v=SRJNVJv-3xY,But Beautiful,Billie Holiday,Definitive vocal interpretation with sublime phrasing,musicbrainz,659c6c8a-8691-4b8b-b451-4153b7fb62ed
3OJoOom3uoM,But Beautiful,Jimmy Van Heusen,Stan Getz & Bill Evans,But Beautiful,1964,tenor saxophone with piano trio,https://www.youtube.com/watch?v=3OJoOom3uoM,But Beautiful (Live),Bill Evans,Landmark tenor-piano summit reading,musicbrainz,a6004dc1-749b-4a6f-9871-62923f4556fa
-BPdbJ3utYo,But Beautiful,Jimmy Van Heusen,"Frank Sinatra, Axel Stordahl & His Orchestra",The Voice: Over Twenty Years in Music 1939-1960,2012,vocal with orchestra,https://www.youtube.com/watch?v=-BPdbJ3utYo,1948 HITS ARCHIVE: But Beautiful - Frank Sinatra,The78Prof,Early classic crooner version of the tune,musicbrainz,a5124e65-2cc0-4d2e-b2bc-3a164b81807d
_x7PUfpJsCA,But Beautiful,Jimmy Van Heusen,"Bing Crosby, Victor Young and His Orchestra",It’s Easy to Remember,2002,vocal with orchestra,https://www.youtube.com/watch?v=_x7PUfpJsCA,But Beautiful (Single Version),Bing Crosby,Original popularization from the film,musicbrainz,f28f331d-c6e4-4d7c-b7c8-22c9faebf2db
uywr_l2tfdQ,But Beautiful,Jimmy Van Heusen,Nat King Cole,The Very Thought of You,1997,vocal with orchestra,https://www.youtube.com/watch?v=uywr_l2tfdQ,But Beautiful,Nat King Cole,"Smooth, warm vocal ballad rendition",musicbrainz,c5564b36-9155-4bd6-b2db-6698d702936a
iM6iAf0pbU0,But Beautiful,Jimmy Van Heusen,Bill Evans Trio,Since We Met,1976,piano trio,https://www.youtube.com/watch?v=iM6iAf0pbU0,Bill Evans Live - But Beautiful (Jazz Piano),Pianopod,Lyrical pianistic exploration of the harmony,musicbrainz,cb5de800-55f9-45a2-b7e8-d8400e886c48
mh6VBUaazak,But Beautiful,Jimmy Van Heusen,Tony Bennett & Bill Evans,Complete Fantasy Recordings,1989,vocal with piano,https://www.youtube.com/watch?v=mh6VBUaazak,But Beautiful from 'The Tony Bennett/Bill Evans Album',Bill Evans,Intimate voice-and-piano duet masterclass,musicbrainz,adfe9381-e082-48e3-bb06-a243506180f6
shCh2vyVhbE,But Beautiful,Jimmy Van Heusen,Chet Baker & Enrico Pieranunzi,The Heart of the Ballad,1988,trumpet with piano,https://www.youtube.com/watch?v=shCh2vyVhbE,Chet Baker & Enrico Pieranuzi - But Beautiful Take 2,breadbug,Late Chet duo ballad of fragile beauty,musicbrainz,1387ff89-5fb3-47bf-bf29-4bcc378e8912
rqn139fmaNA,But Not For Me,George Gershwin,Ella Fitzgerald,Ella Sings Gershwin,1950,vocal with piano,https://www.youtube.com/watch?v=rqn139fmaNA,But Not for Me (feat. Ellis Larkins),Ella Fitzgerald,"Intimate duet with Ellis Larkins, definitive vocal reading",musicbrainz,b6544598-59ec-43e2-8682-2560028c3e45
R_f_mMJAezM,But Not For Me,George Gershwin,Chet Baker,Too Cool,2007,vocal with quartet,https://www.youtube.com/watch?v=R_f_mMJAezM,Chet Baker - But Not For Me,betttyblue,Iconic soft-toned vocal and trumpet version,musicbrainz,05006ddc-a47c-4805-842f-05ae9eaf7b02
0Oxio9qzTAI,But Not For Me,George Gershwin,Miles Davis,But Not for Me / Doxy,1958,quintet,https://www.youtube.com/watch?v=0Oxio9qzTAI,Miles Davis - But Not For Me (Take 2 / Rudy Van Gelder Remaster) from Bags' Groove,Prestige Jazz,Landmark hard-bop instrumental take,musicbrainz,a4451927-bfac-4a82-933f-1f9e58572e80
VEW2Wx2OsBs,But Not For Me,George Gershwin,Red Garland Trio,Crossings,1978,piano trio,https://www.youtube.com/watch?v=VEW2Wx2OsBs,Red Garland - But not for me (copy),Hosung Joo,Swinging signature piano trio rendition,musicbrainz,de537ef9-3006-4dd8-8f39-d7ceb437dc1c
WIW0bRcV6Ic,But Not For Me,George Gershwin,Ahmad Jamal,Ahmad Jamal at the Pershing: But Not for Me,1958,piano trio,https://www.youtube.com/watch?v=WIW0bRcV6Ic,"But Not For Me (Live At The Pershing, Chicago, 1958)",AHMAD JAMAL - Official channel,Hugely influential live trio interpretation,musicbrainz,9d444787-3f25-4c16-9261-597b9ab021cc
Ll3NK0usuQ0,But Not For Me,George Gershwin,John Coltrane,Live at the Jazz Gallery,2011,quartet,https://www.youtube.com/watch?v=Ll3NK0usuQ0,But Not For Me (Stereo) (2022 Remaster),John Coltrane,"Coltrane's modal, sheets-of-sound quartet version",musicbrainz,9d2b76bb-63c2-429c-b403-6a2f9f254a0b
N_UEZaXxvmE,But Not For Me,George Gershwin,The Modern Jazz Quartet,Django,1956,vibraphone quartet,https://www.youtube.com/watch?v=N_UEZaXxvmE,Modern Jazz Quartet - But Not For Me,Thomas Hicken,Elegant chamber-jazz arrangement,musicbrainz,780d8771-c260-4a46-926a-e3d1a9c1e695
X03uSwM07_A,But Not For Me,George Gershwin,Judy Garland,That’s Entertainment! The Ultimate Anthology of M‐G‐M Musicals,1995,vocal with orchestra,https://www.youtube.com/watch?v=X03uSwM07_A,JUDY GARLAND: 'BUT NOT FOR ME' FROM 'GIRL CRAZY'.,Michele Bell,Famous interpretation of the original musical number,musicbrainz,07a9de4c-6490-4da7-b5ae-b5d4f5d51218
AlSVDvNHLPs,Bye Bye Blackbird,Ray Henderson,Miles Davis Quintet,’Round About Midnight,1957,trumpet quintet,https://www.youtube.com/watch?v=AlSVDvNHLPs,"Miles Davis - Bye Bye Blackbird (Audio) ft. John Coltrane, Red Garland",Miles Davis,Definitive modern jazz reading; the most influential version of the tune,musicbrainz,f850b86a-55d2-41c5-8c4a-e9594cba6ba0
AlSVDvNHLPs,Bye Bye Blackbird,Ray Henderson,John Coltrane,Complete Live At the Sutherland Lounge 1961,2012,saxophone quartet,https://www.youtube.com/watch?v=AlSVDvNHLPs,"Miles Davis - Bye Bye Blackbird (Audio) ft. John Coltrane, Red Garland",Miles Davis,Expansive live quartet exploration,musicbrainz,175387ea-c6be-46ed-a718-2d7de9d1c947
nfSjXNlrn8M,Bye Bye Blackbird,Ray Henderson,"Keith Jarrett, Gary Peacock, Jack DeJohnette",Bye Bye Blackbird,1993,piano trio,https://www.youtube.com/watch?v=nfSjXNlrn8M,Bye Bye Blackbird,Keith Jarrett,Standards Trio tribute to Miles Davis,musicbrainz,bd0b6c14-65ed-495b-8093-011d08cca4bf
VO6hjbRbLUY,Bye Bye Blackbird,Ray Henderson,"Carmen McRae, Ben Webster",Birds Of A Feather,1958,vocal with saxophone and combo,https://www.youtube.com/watch?v=VO6hjbRbLUY,Bye Bye Blackbird (feat. Ben Webster),Carmen McRae - Topic,Warm vocal-tenor pairing,musicbrainz,de182e4f-0352-4407-94fb-828f9a7011a7
wVdz4YuMDQ4,Bye Bye Blackbird,Ray Henderson,Peggy Lee,Songs From Pete Kelly’s Blues,1955,vocal with combo,https://www.youtube.com/watch?v=wVdz4YuMDQ4,Peggy Lee - Bye Bye Blackbird,John1948Ten,Classic intimate vocal interpretation,musicbrainz,af7b4680-e77c-4b6c-bd4d-856a7ec5a4aa
AlSVDvNHLPs,Bye Bye Blackbird,Ray Henderson,Red Garland,Red Garland At The Prelude,1959,piano trio,https://www.youtube.com/watch?v=AlSVDvNHLPs,"Miles Davis - Bye Bye Blackbird (Audio) ft. John Coltrane, Red Garland",Miles Davis,Swinging trio take from Miles's pianist,musicbrainz,5151ea8f-10b5-41ab-a6ba-68ca6c388c38
Cu7Znu36_vA,Bye Bye Blackbird,Ray Henderson,Joe Lovano,Tenor Time,1997,saxophone quartet,https://www.youtube.com/watch?v=Cu7Znu36_vA,"Bye Bye Blackbird by Joe Lovano, Chris Potter, Roy Assaf, Francois Moutin, Kendrick Scott",AlexTerrier,Modern tenor tribute album,musicbrainz,fbe49489-ff79-42e0-88c6-b16d6d5dd2d0
lJMuydUfNcM,Bye Bye Blackbird,Ray Henderson,Nina Simone,At the Village Gate,1962,vocal with combo,https://www.youtube.com/watch?v=lJMuydUfNcM,Nina Simone - Bye Bye Blackbird (1962),Classic Mood Experience,"Soulful, distinctive vocal phrasing",musicbrainz,a5c0f362-0889-46a4-8d15-25011d033a82
TTXYkPYUhEI,Caravan,Duke Ellington,Duke Ellington & His Orchestra,16 Most Requested Songs,1994,big band,https://www.youtube.com/watch?v=TTXYkPYUhEI,Caravan - Live at Musikhuset Aarhus // Aarhus Jazz Orchestra,Aarhus Jazz Orchestra,The original landmark recording by the composer's orchestra,musicbrainz,ceed92f6-daae-47de-bc7e-bb8036057c01
HDbgLJt50ss,Caravan,Duke Ellington,Art Blakey & The Jazz Messengers,Caravan,1962,quintet,https://www.youtube.com/watch?v=HDbgLJt50ss,Art Blakey and the Jazz Messengers - Caravan,Felipe Vanegas,Definitive hard-bop version with explosive drumming,musicbrainz,649411de-0f75-4bd3-94c6-afca1bb496c6
Gfqfz3fdZLo,Caravan,Duke Ellington,Wes Montgomery,In the Beginning,2015,guitar quartet,https://www.youtube.com/watch?v=Gfqfz3fdZLo,Wes Montgomery - Caravan - Virtual Guitar Transcription by Gilles Rea,Gill & Jazz Transcriptions,Iconic guitar interpretation,musicbrainz,d239031a-5d8c-43b2-892b-dd38a8ec36bd
KqsXxXYBOdc,Caravan,Duke Ellington,"Oscar Peterson, Joe Pass, Ray Brown","""The Giants""",1977,piano trio,https://www.youtube.com/watch?v=KqsXxXYBOdc,"Oscar Peterson, Joe Pass & Ray Brown - Caravan",Joseph Passadena,Virtuosic piano-trio reading,musicbrainz,079ba02c-0c39-42d3-a2ba-625f45d8f81c
QLOlMnNVkwA,Caravan,Duke Ellington,Thelonious Monk,Thelonious Monk Plays Duke Ellington,1956,quartet,https://www.youtube.com/watch?v=QLOlMnNVkwA,Thelonious Monk - Caravan,Santoszzz,"Angular, idiosyncratic Monk take",musicbrainz,de606651-4708-41c2-be53-4b722919361c
sTjPAjq8OMY,Caravan,Duke Ellington,Ella Fitzgerald,Ella Fitzgerald Sings the Duke Ellington Song Book,1957,vocal with orchestra,https://www.youtube.com/watch?v=sTjPAjq8OMY,Caravan- Ella Fitzgerald,Michael C.,Definitive vocal version from the Ellington songbook,musicbrainz,0bb5458a-f451-4162-88e4-502b3a53c1b4
